IC-1,IC-2,IC-3,IC-4,IC-5,IC-6,IC-7,IC-8,class
-0.6466830153222152,0.24432459776212445,-0.3574714632345599,-0.17610580209771767,0.009060265092367736,-0.9441390104550034,0.7750125929034946,-0.7459338136351062,3
0.8565237908761056,-0.24121867063052432,-0.22353382313315404,-0.5027944729197564,-0.15947901367764936,-1.1932612845865247,0.3846426932891193,1.0800870886298488,3
0.6962409475157229,-0.5859916075632603,-0.15920849298866063,-0.68059566876938,-0.11602277248627153,-1.39858715396891,-0.018493327213127915,1.4277091068903267,3
0.8128598648035148,-0.17266576153683325,-0.16914726818828746,-0.5140341704366478,-0.14042330431064573,-1.2035030941684501,0.4682456524021491,1.201368219099547,3
-0.5675992319141877,0.10596062597349018,-0.32451562940610307,-0.0587412686637318,0.11820562338964923,-1.0612423012305665,1.8172476945806997,0.06122718804540806,3
-0.9030482252509456,0.20986815269740522,-0.44206764857433517,0.10399049243280717,0.3093388530937863,-0.6044707342865911,-0.7958536787345108,-2.509190118976739,3
-0.8059059282437133,-0.1330817245260687,0.005818050145916964,-0.14695888863696543,0.07950797450834765,-0.4525148825451721,-0.9080441655076451,-3.1091907202560027,3
-0.8864143753211791,0.206919668585107,-0.5149027654629114,0.008786415385244164,0.3052135814827996,-0.7343135534813809,-0.7515912933915423,-2.3541163062767807,3
-0.6183008369918048,0.25581256987280504,-0.3134645397361209,0.013753108526323107,0.33123563523810146,-0.9259764296588249,0.9454851837546436,-0.7270206027019916,3
-0.847556502748204,0.3161292373882728,-0.23752351589556045,0.23869167757575382,0.27002011148010513,-0.9446689703506504,0.7269019753186496,-1.1361080628674953,3
-0.8300123645411015,0.37226339615530324,-0.34484864422125255,0.15706851630373667,-0.03813430867106329,-0.8113411463300652,-0.6867653212778615,-2.198636091939748,3
-0.9349110469768199,0.1188612266225697,-0.37736861145460854,0.15366192811717244,0.25334332485235944,-0.7615681597934219,-0.7635464119138066,-2.4855539734212906,3
-0.8135356824071004,-0.15102771065142082,-0.21775482626241693,-0.20601919350186496,0.23872812137913063,-0.5423486883033887,-0.9198871378879854,-3.0379223321574216,3
-0.4154568696938628,-0.7616897149556742,1.4706621894933674,-0.8918864500176386,-0.2566204029752754,-0.39085655792187834,-0.09406295805549748,-2.7804342384892515,3
-0.48638185022477454,-1.1534813506538266,0.8205346606012931,-0.7676107406019752,-0.8881786219955187,-0.4263920305031949,0.12534244320194887,-3.16824677818025,3
0.6130476445426614,-1.197041087317026,-2.178117472791715,-0.09215694492681673,-0.14762690262308661,-0.0811882325361183,-0.24029381983028228,-3.4721014900259504,3
1.5331595390805992,-0.7980586157381824,-1.9867537349868456,0.1425439060028547,0.20814879962317473,0.258575846552643,-0.44329778412186677,-3.5465077128867697,3
-0.15156138548261058,-0.5153090135249574,-2.1451079198659446,-0.01828259899455172,0.19607274520630236,0.24560998214813276,-1.1323044612425819,-3.3948359981523972,3
-0.5491384602435804,-0.617637221728013,0.6176792932438699,-0.33676379105343746,0.2323022509776029,0.15857151545322687,1.3037374760562512,-0.8876373773293108,3
-0.3579338457280883,0.18764577274139238,-0.09661404775349475,-0.3095481462201991,0.13030320284756505,-0.529277011474341,0.9559337785698792,-0.7709367489585337,3
-0.128113640985728,0.21285383465879693,-0.18875158413303042,-0.28719990256762107,0.037766919584902345,-0.596845910305167,0.07067270079300494,-1.0311500103414464,0
-1.1889842608313073,-0.28947331242052216,0.9504672075843831,-0.7339108115980119,0.20523125789923155,-0.2653370588817298,-0.7383488885200935,-2.8725000860939343,3
-0.20890104431864656,-1.0308751655221327,0.2770452677173169,-0.5484402280435217,-0.297220999198187,-0.13149713078127606,-0.16786076268867395,-2.9245982889387316,3
-0.5019596204531315,-0.839374036680853,0.3084144034542811,-0.3740492249835465,-0.43785012345066426,-0.16052611468180814,-0.4671619983787707,-2.9945465084264478,3
-0.7973564091045772,-0.37562193331207133,0.10751147303430629,-0.21008838820469203,0.23247831640729066,0.05146168502064336,-0.44875266443370526,-2.60336231703406,0
0.5698671846259505,-0.27373690976923637,-2.023996285536867,0.5733089939019118,0.7866794554202352,0.7052615435896965,0.9425504630087591,-0.6041865456831381,0
1.1131965703949607,-0.4020292597735184,-0.6435447813927698,0.3147110115092015,-0.7410872289636,0.5796141065297601,0.34385671022235464,-0.0036395903193590065,0
1.6251105209624028,0.26048256867017544,-1.247049486474418,0.7731712110422109,0.6202480844082106,1.066752519682636,-0.0005934324948227552,-0.03430635394148936,0
0.23240100484474618,0.4002936507270368,-1.2216382045225886,0.15023399068262538,1.1081814668866614,1.2538051976772178,0.37000329896342476,0.47736026426796563,0
-0.007084081451083587,0.4580570944181962,0.05901617510278319,-0.6430623192735797,0.4748865822580994,1.008882233857121,0.44758824573352873,0.5255163180963612,0
-0.6055426783493217,0.19444402074394768,2.8791419951318713,-1.8045548470951454,0.325870282041437,0.898907672084096,0.951628527422662,0.7501818294134781,0
0.8383544852095456,-0.020121826810944998,1.4807435995023994,-1.6207129054569203,-0.5370491843989635,0.7335111195986014,0.2770698665227688,0.71078606890898,0
2.1226105570624934,-0.3630530388714431,-0.8826730892320771,-0.8928419402557471,-0.27044274637806104,1.0000032331064963,0.5153034650638747,0.4729734451503122,0
0.5890269606036332,-0.4069598752822214,-1.378984364012294,-0.7929362809042211,0.2484017180452759,1.042034300956194,0.5780695775821914,-0.4484382888897637,0
0.14386925060812855,-0.5261614553592936,-2.6985331663360137,-0.9935205349940733,1.3747688686926787,1.1952884165584308,0.7115228604884108,-1.0377444967877307,0
-0.18771862003005513,-0.49657104888088655,1.823353799210032,-3.073622865870693,-0.09105205650188034,0.7270327311712119,-0.24010498351927298,-1.6949109973532028,0
-0.15397706376471298,-0.5769567710931759,-0.71450454508408,-4.1217198093003375,0.21353220698612968,0.31824753387640364,-1.224180880231597,-2.355562248335561,0
0.21404080566820252,-0.6649754568356738,-0.6711512685610019,-4.026740263562504,-0.29704800896095795,-0.058376614076289024,-0.6898068525333312,-1.8164728836646495,0
-0.4748666522340318,-0.05807571517369944,-0.5928290836733744,-2.6655384425384034,0.3972412281452478,0.07977940278134275,-1.2368388156315149,-2.3659611988204476,0
-0.35239208291698537,0.0536494371945218,-0.4616198248770172,-2.1382620119917166,0.3364706861827187,0.05733333160666401,-0.8898229773177483,-1.8810970071300828,0
-0.26995830928834236,-0.16904126264214042,-0.4200291303618165,-3.0333135482303946,0.11140977336931203,-0.12858724402920374,-1.021144154098761,-1.9520583527632835,0
0.10857981505732094,-0.7165876549390723,-0.7381566980468975,-4.280329197594139,-0.17542544151438874,-0.19719163638489062,-0.6592925788337499,-1.694624188722151,0
-0.2227102522848388,-0.3018376554081227,-0.5713112401237531,-3.5236218660955454,0.05449344334464919,-0.15084301800742358,-0.944137304916178,-1.9439151427326475,0
-0.038180502904405104,0.4075483879431995,-0.41029265154176603,-1.5074106765801079,-0.01311989037229024,-0.19081997269305181,-0.42442565838555457,-1.5156725976782661,0
0.021105651619329795,0.25383961763164364,-0.32073966433005957,-0.20015146289582886,-0.05080500969818249,-0.4749736254354275,-0.12919002069849578,-1.3443690252767388,0
-0.6630232903595786,0.2613835096390719,-0.5058860760829103,0.0647684029841089,0.1576864146757411,-0.7053144530998515,-0.7702423170237375,-2.247344272787442,0
-0.9087362486729608,-0.07928728184995441,-0.5638731622491711,-0.25537920496154337,0.05417877195747128,-0.850184385211621,-0.9294655599504513,-2.6728318170585834,0
-0.7723224760378994,-0.2423579718379191,-0.6683120333937284,-0.03845457829326296,-0.15184426472452567,-0.9248463230224,-0.9085213494141903,-2.857552158831496,0
-0.7717368898043322,0.21229937008622726,-0.6582597733544354,0.3983542121666437,0.04545138970863411,-0.9875099221807796,-0.6965522953717954,-2.4300046086643246,0
-0.7994753258753978,0.6142304655797108,-0.3628536538098103,0.694455988797981,0.2951047936240231,-1.224707875083072,0.7147880279330541,-1.0621102663863042,0
-0.8462742238842055,-0.9235372357961874,-0.18742079125212907,0.6474182817947586,0.5676998980436713,-1.6918774480417396,1.0369036491082861,-0.03448022888373979,0
-0.8735708437556147,-0.9029484742516741,-0.08274371260382525,0.9054138579375629,0.36870407287959983,-1.752102889125687,1.0150951465717517,-0.15145157861840747,0
