PC-1,PC-2,PC-3,PC-4,PC-5,PC-6,PC-7,PC-8,class
5014.905984957643,1456.8632603541598,72.69705820688712,71.20534069750519,-435.69078696875596,-68.87321601369229,135.12946308510567,-304.56183992566156,3
5601.383743047135,-2023.4500866187675,350.1346559193066,-528.4652548550163,148.09016614265113,-288.34281919595315,202.79406094599423,240.9426893104898,3
5796.135442341581,-3090.394851627203,490.539924622699,-760.2145568760984,259.93530176174943,-131.59392565463645,172.75775515245206,206.00798588127643,3
5586.204574693022,-2369.3760851282295,356.2747153935898,-502.6873225918156,146.55651109510364,-306.6659050369119,250.93704387082022,235.04359156060065,3
5020.990791917306,339.60339040328984,-23.007522325578154,-92.55665810593001,-368.49648181588776,-438.27589080637455,502.8035171844042,-345.59081472603447,3
4518.707982727105,4332.933908269607,-224.5632931949125,364.8936039129939,-473.5616763112925,497.91160590719755,-541.5390643269893,-417.3869429967428,3
4316.351656545677,6424.687412971832,-148.2048340520889,393.105915949828,-339.10407307771067,728.8214383850725,-508.00562370039245,-375.28331306299026,3
5072.785420239592,3953.9619849873957,-141.51824438707854,310.2562104874766,-476.4628643701383,461.0546400371204,-521.2185670776382,-415.4941417307185,3
5175.068764920123,1300.2697366389511,-138.91199811966206,125.68627191068501,-358.6660243110155,-151.7089302344111,150.64006958882416,-365.0512930931404,3
5089.394123967934,1920.348025582633,-309.38767841931065,200.3186059911325,-481.42477627167995,4.778929933902504,77.93376212949711,-407.2299099596139,3
4933.576623118942,3642.51715494793,-201.3979059864359,309.28485568207265,-590.9459603697752,488.9131708525313,-421.34002539973636,-296.18259635726974,3
4995.484059249032,4314.840562839706,-271.0976199560505,292.77065278973004,-490.0540480641063,529.5263361131658,-500.0968239795425,-420.0854995747541,3
4855.935451649905,6114.391778527877,-95.51763829883296,348.3723611980649,-330.50362757636685,660.791268392626,-564.0440200799552,-424.3501078313572,3
4443.131810002588,7536.426877322721,109.82318323285863,346.63886101808754,190.3755744136727,877.5263196490663,124.58495387696927,-215.81654418706577,3
3812.850193338436,9463.810821931163,221.48867815619334,24.236950801962504,-128.90224134143654,784.9035524495416,76.6086699868406,-223.1038105537615,3
3649.3410291863024,10246.538723549758,103.79012839871635,-366.44821747503704,-343.6676933668045,-170.74918143843897,-915.6400587333914,-246.17769909036792,3
3683.014142753342,10278.52699321064,-201.99691771432651,-74.95040424188572,-72.01045348669342,-305.4125392197119,-1067.8476651086817,7.092595052840871,3
1704.2247433489829,8068.477843756752,124.6526638876053,15.1550162282884,-474.3531457047945,105.63123159005632,-1163.0252809897022,-386.8620841816603,3
222.95263670650934,3609.6712277799684,-34.167922755242294,137.56854488089374,154.32481485764416,-5.4535094962943464,433.0500964603713,-373.17304571047345,3
3809.484932585172,2058.420512304884,87.52935731133721,198.29416538291085,-211.6271144705456,-131.16992231460443,196.14823240194715,-250.29254480443458,3
4245.698136622496,2094.3382318342847,98.73783423949416,167.25732350843336,-203.54809421257445,87.01195932445309,-99.829262015478,-118.65668741928944,0
3522.4565242206304,6014.383057685235,107.926738670279,556.8780248622572,-35.852296907187025,971.3880156370001,-197.80885120744838,-468.8914140376654,3
2927.59901361268,8361.13309771434,93.51261201194504,54.18169628672498,3.5516983078020115,558.034623317687,-203.2589266466436,-246.73304318013237,3
2483.595963166925,7954.750103216987,26.54829169868673,109.99542571064241,-159.40713966441385,705.3031878990748,-260.1498000384698,-257.1146715584223,3
1689.5435736547465,5965.279342350166,-95.93209951003391,353.2067104403183,-135.0523727744337,543.9153155805705,-335.61625152285325,-419.70960264573347,0
-1615.100847785479,2710.971017773273,-265.94580442830835,-131.417806185367,-91.24224279105113,-954.9905337985155,-422.74559119081397,-250.40407805054133,0
-2745.158645238174,2140.158008334334,-15.460692604473355,-335.122312570483,-24.627054086075653,-400.89598843029233,-70.70824031166131,369.0544826218432,0
-2901.2839011931032,795.6648267144445,-466.8957170225139,100.5604903071544,232.9114920704781,-774.2165479808218,-534.4104430997863,293.7749175525059,0
-4485.333425433733,-1236.1088665406412,22.686771496171612,284.8219174933402,186.66454908515092,-735.1143654380496,-322.67485736165276,-191.33409957455555,0
