PC-1,PC-2,PC-3,PC-4,PC-5,PC-6,PC-7,PC-8,class
-0.9385170659914126,0.13828617539780447,-0.3197298251000605,-0.18994641242113797,-0.11429955388200012,-1.0179273770129014,0.6117213713836289,0.4728077259057122,3
0.7543644823955478,-0.1475648252128137,-0.1452860677269858,-0.41186065091198587,-0.08520788395443761,-1.0856190252217377,0.45154570787667947,-1.2988965733284936,3
0.8247502544114605,-0.39556747295703937,-0.13839619268044412,-0.5778564127020465,0.058442218757740284,-1.275458434375644,-0.07518888322822201,-1.580910121156042,3
0.691045239951869,-0.07129145976258741,-0.07979998576533777,-0.4157472803895407,-0.05397087446719344,-1.089312433030739,0.485474577271801,-1.4237396920265881,3
-1.2224376633728686,0.004928941811871185,-0.16160633519877077,-0.019045817639140716,0.06276622774396014,-1.0821423116798996,1.3784130460259318,-0.5409728481750506,3
-0.6719574982727232,0.050632215348635184,-0.6184214884083681,-0.034040572117744056,0.030596576972196476,-0.8069196345368072,-0.46545830183378595,2.598051349836083,3
-0.5940572357683459,-0.37206273084247626,-0.20057837589280025,-0.3183238642651483,-0.2558617262547573,-0.7094091014352469,-0.5158811119784741,3.1502018972229515,3
-0.6566590473847792,0.06701843837964033,-0.6838866221610982,-0.11790166146327302,0.04255342972259088,-0.9244725504611149,-0.444061668650547,2.4211418149468944,3
-0.9731349142893605,0.1450367930748012,-0.25776325779639014,-0.003142300914914831,0.19727049036317415,-1.001046656043551,0.7991296865870994,0.47089110373382626,3
-1.127546359681671,0.1780059867280599,-0.22247325164581586,0.19777169466396918,0.10600225483577103,-1.0529759285600344,0.5860976794553079,0.9278787660793306,3
-0.6304922786808613,0.22199666820521347,-0.4967521483160659,0.04821616978652378,-0.2876458697823251,-0.982090456071805,-0.43422657009981086,2.2371371360764534,3
-0.706336790723463,-0.03893972688523184,-0.5564799840710221,0.01989746626719321,-0.013645693858591344,-0.9639744816598774,-0.48025110581319236,2.547310015924709,3
-0.5814143403442942,-0.3656326918077244,-0.4253741846427092,-0.3749178808741096,-0.09107868679690945,-0.7930189007500579,-0.5032849362383212,3.0849800421856513,3
-0.5437329750930678,-1.0790703112175901,1.3492329571531312,-1.0344065408923337,-0.5543730618303496,-0.6569675847075154,0.01742220831275825,2.5650858544822186,3
-0.752835418487686,-1.5431070573736139,0.7078897572587594,-0.9192983510185382,-1.2172063201689254,-0.7096850455909075,0.2111470780749315,2.7440434781169922,3
0.35474389576604526,-1.555387739843737,-2.2691264893554366,-0.2732709265265212,-0.6241416898452716,-0.29614329313794,0.8245361475861153,3.1268576367951453,3
1.2560863448317248,-1.1886422154511154,-2.048892549435792,-0.04704527075685901,-0.3627798842166175,0.07107748793634569,1.1131535432449726,3.357503975581579,3
0.03233616243254535,-0.7559770997716705,-2.3399229832394877,-0.218439613029567,-0.218075724609483,0.021498985140988656,-0.1683646483806304,3.4094371659656613,3
-1.1004320961958725,-0.813942824466003,0.6949931619394272,-0.38369590015888005,0.1276422906280701,0.03446391131785638,0.9628751825890346,0.5444322146167018,3
-0.7647819698646067,0.04369684484278804,-0.025682468454931395,-0.33054320013347344,-0.020616191600672167,-0.6068868574994084,0.8745795731117332,0.4933583439699399,3
-0.2117071975985429,0.10813628087748053,-0.20798393945686558,-0.32732851177733946,-0.12671984796037172,-0.6750429857479721,0.25867807437294427,0.9274573816210082,0
-0.9811444440593043,-0.5088241087246078,0.7420328999596271,-0.9011307089725644,-0.06095416464060349,-0.548519045596234,-0.6820326773573986,2.914528763530965,3
-0.35680995350220723,-1.350373538763972,0.1576583669159363,-0.703612492094351,-0.6193259273616505,-0.3792470876806729,0.1661597792050406,2.6730539567218434,3
-0.5098787430755631,-1.1391533067592872,0.14865193918417685,-0.5343573383156164,-0.7419402733630612,-0.41462344707412896,-0.19937935646195934,2.8226145921974743,3
-0.7446907816374895,-0.5989653377190778,-0.0402871563198504,-0.3640623280499365,-0.036386155869696436,-0.1810547998258955,-0.23409688420675584,2.5945595568502564,0
0.05435553761918865,-0.3981482492791288,-1.8988461284263531,0.5297149514064197,0.6024235176807334,0.6983980256449934,1.4562605887065891,0.41900589116630355,0
0.8113914976836756,-0.5080306533487647,-0.5542496552447722,0.3263873126563449,-0.8033976812180221,0.6326743712250905,0.7090009877524701,-0.19713131003780085,0
1.4257426932187682,0.20638671892325866,-1.1508449104889908,0.7558884137138748,0.46544234142690966,1.1443777494337235,0.9260949664366295,0.17484141190613792,0
0.06984542547308438,0.4520147823005838,-1.1290452374590645,0.14288493952448575,1.0886070641056707,1.3041199742122027,0.6333442621443506,-0.32064011974376905,0
-0.1741082522559127,0.47952180425100943,0.14462878139266744,-0.6324567678901668,0.48931412347478886,1.0305452843735783,0.3858224752799888,-0.463958013763285,0
-0.8764961276730061,0.17696946389093313,2.970281198294751,-1.7795218473602592,0.436418895408207,0.8456395286958919,0.17047123093260183,-0.7807068280466809,0
0.6748807504170343,-0.04210202085077503,1.5659314109431528,-1.576898833161911,-0.4966663757381448,0.7688617627732907,0.23161548158748818,-0.8022098505327784,0
1.6975829945808414,-0.4367299099881768,-0.7138436811918492,-0.8598539286709854,-0.3740360577996445,1.1021488183973724,1.2738061109674728,-0.6908612513186358,0
