PC-1,PC-2,PC-3,PC-4,PC-5,PC-6,PC-7,PC-8,class
5014.905984957658,1456.8632603541555,72.69704978041632,71.2049567337521,-435.6871130923598,-68.84311917469633,134.80475499462517,-304.381118767369,3
5601.383743047138,-2023.450086618771,350.13466000753914,-528.4650644966259,148.08838768109788,-288.3572168642344,202.96010490156053,240.85588564707643,3
5796.135442341585,-3090.394851627195,490.53992898263755,-760.2143489556088,259.93334756268314,-131.61013794592307,172.92900789206917,205.91561592869854,3
5586.204574693021,-2369.376085128221,356.27471855469844,-502.68715479648137,146.5550297543857,-306.6778510476007,251.0728936169675,234.9774374618772,3
5020.990791917308,339.60339040328915,-23.0075249272101,-92.55675158821522,-368.4954294389097,-438.2667573880553,502.71414290785776,-345.52881177068645,3
4518.707982727108,4332.933908269598,-224.56329166798858,364.89401675066625,-473.5639495367617,497.8900300045517,-541.4012329736072,-417.44892829535104,3
4316.351656545675,6424.687412971822,-148.20482990912575,393.1051696331564,-339.1012575648207,728.8529562859245,-508.1749819741983,-375.3341085556893,3
5072.785420239591,3953.9619849873907,-141.5182426233291,310.2564745483455,-476.46457278797203,461.0379535119956,-521.0747632681915,-415.53874052934844,3
5175.068764920125,1300.2697366389486,-138.91200628358905,125.68592929230529,-358.6626837568523,-151.68244244339996,150.3516817107871,-364.87743319957946,3
5089.3941239679325,1920.3480255826246,-309.3876848384148,200.3185364928378,-481.42303847849325,4.791994517605165,77.75356476550941,-407.1078766313901,3
4933.576623118941,3642.517154947925,-201.39790571288074,309.28522711470856,-590.9477771687325,488.8956358434824,-421.228817093622,-296.20520180738896,3
4995.484059249029,4314.840562839697,-271.0976178342365,292.7708848501471,-490.05569575393065,529.5110494925282,-499.96125856746073,-420.13939655405346,3
4855.9354516499025,6114.391778527876,-95.51763783345264,348.37160938403906,-330.5002194390136,660.8248011409886,-564.2358380192989,-424.30512309055297,3
4443.131810002591,7536.426877322708,109.82318985190236,346.638448161227,190.3762935316991,877.54140425512,124.61135949282199,-215.93237231282,3
3812.8501933384373,9463.810821931153,221.48867944538674,24.238001776861626,-128.90749225093646,784.8521432897433,76.9631446211551,-223.1793189317525,3
